City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,constitucion,-35.3333,-72.4167,59.31,79,0,10.6,CL,1675732556
366,san quintin,30.4833,-115.95,57.96,70,0,17.69,MX,1675732856
367,date,42.4681,140.8681,29.64,63,6,8.32,JP,1675732856
368,erzin,36.9559,36.2,42.6,92,100,1.81,TR,1675732857
369,port pirie,-33.1833,138.0167,86.5,24,0,0.56,AU,1675732858
370,broome,42.2506,-75.833,29.98,79,100,6.91,US,1675732823
371,kamaishi,39.2667,141.8833,42.64,65,9,0.78,JP,1675732859
372,whitehorse,60.7161,-135.0538,32.02,52,75,11.5,CA,1675732860
373,bulgan,48.8125,103.5347,-4.74,93,7,3.76,MN,1675732860
374,marysville,48.0518,-122.1771,49.69,80,100,26.46,US,1675732670
375,orumiyeh,37.5527,45.0761,35.15,69,40,6.91,IR,1675732861
376,dukat,62.55,155.55,-30.66,97,83,3.94,RU,1675732862
377,chapais,49.7834,-74.8492,-0.62,96,32,4.63,CA,1675732863
378,olonets,60.9847,32.9698,2.53,100,100,1.57,RU,1675732863
379,egvekinot,66.3167,-179.1667,-15.99,88,100,8.61,RU,1675732864
380,moose factory,51.2585,-80.6094,17.38,84,100,12.12,CA,1675732326
381,san policarpo,12.1791,125.5072,81.21,72,100,13.4,PH,1675732866
382,kalawit,8.0667,122.5167,80.2,82,100,6.08,PH,1675732866
383,ponta do sol,32.6667,-17.1,58.01,61,32,8.3,PT,1675732867
384,arroyo,41.6096,-4.7969,38.1,76,0,6.91,ES,1675732868
385,madang,-5.2246,145.7966,81.41,79,100,5.06,PG,1675732868
386,iwanai,42.9744,140.5089,29.61,67,94,9.8,JP,1675732869
387,buchanan,5.8808,-10.0467,78.01,88,91,6.82,LR,1675732742
388,kaeo,-35.1,173.7833,74.35,56,13,5.53,NZ,1675732870
389,lagoa,39.05,-27.9833,55.56,68,100,24.29,PT,1675732870
390,murdochville,48.9583,-65.5006,9.48,99,97,3.24,CA,1675732871
391,zhangjiakou,40.81,114.8794,25.84,46,27,0.85,CN,1675732872
392,eureka,40.8021,-124.1637,51.67,82,51,11.01,US,1675732305
393,donskoye,45.4552,41.9741,19.53,93,100,15.08,RU,1675732873
394,qarqin,37.4185,66.0436,49.14,47,6,15.88,AF,1675732306
395,manaus,-3.1019,-60.025,81.09,78,40,5.75,BR,1675732874
396,tongren,27.7172,109.1853,47.46,85,100,3.22,CN,1675732875
397,rawson,-43.3002,-65.1023,69.1,55,100,16.98,AR,1675732861
398,antiguo morelos,22.5495,-99.0812,71.37,53,0,5.53,MX,1675732876
399,coquimbo,-29.9533,-71.3436,64.13,88,75,6.91,CL,1675732710
400,comodoro rivadavia,-45.8667,-67.5,64.26,52,0,4.61,AR,1675732775
401,sur,22.5667,59.5289,69.64,58,99,3.09,OM,1675732280
402,burnie,-41.0667,145.9167,68.94,47,0,3.31,AU,1675732878
403,salalah,17.0151,54.0924,69.89,73,20,2.3,OM,1675732879
404,anadyr,64.75,177.4833,-12.5,76,100,13.42,RU,1675732879
405,kitaibaraki,36.7833,140.75,53.15,60,100,5.68,JP,1675732880
406,richards bay,-28.783,32.0377,71.78,95,3,3.49,ZA,1675732881
407,jalu,29.0331,21.5482,49.82,58,79,8.5,LY,1675732881
408,beni,0.5,29.4667,69.12,50,100,2.21,CD,1675732882
409,saldanha,-33.0117,17.9442,65.19,97,100,13.89,ZA,1675732882
410,golfito,8.639,-83.166,75.51,88,18,1.41,CR,1675732883
411,vaitape,-16.5167,-151.75,81.25,76,9,14.12,PF,1675732884
412,coihaique,-45.5752,-72.0662,57.15,54,40,3.44,CL,1675732329
413,iquique,-20.2208,-70.1431,75.24,80,75,5.03,CL,1675732850
414,kapuskasing,49.4169,-82.4331,21.2,68,75,18.41,CA,1675732885
415,puerto leguizamo,-0.1934,-74.7819,73.56,82,23,2.82,CO,1675732886
416,miramar,25.9873,-80.2323,73.99,77,100,10.36,US,1675732887
417,dorverden,52.85,9.2333,28.26,93,6,6.24,DE,1675732887
418,morro bay,35.3658,-120.8499,58.98,73,4,1.01,US,1675732606
419,lima,-12.0432,-77.0282,78.91,71,0,13.8,PE,1675732888
420,bonthe,7.5264,-12.505,75.65,80,100,3.87,SL,1675732708
421,limulunga,-15.0969,23.1376,66.94,95,100,4.41,ZM,1675732889
422,tura,25.5198,90.2201,55.31,59,0,3.65,IN,1675732367
423,baghmara,23.795,86.2085,59.27,38,0,3.31,IN,1675732890
424,kota kinabalu,5.9749,116.0724,84.18,74,20,5.01,MY,1675732891
425,seoul,37.5683,126.9778,35.17,87,71,4.61,KR,1675732848
426,saint-georges,12.0564,-61.7485,76.68,83,20,10.36,GD,1675732892
427,saint leonard,47.173,-67.9247,10.58,94,100,3.56,CA,1675732893
428,esso,55.9333,158.7,9.55,93,100,2.68,RU,1675732894
429,palanga,55.9175,21.0686,33.82,86,75,2.3,LT,1675732894
430,necochea,-38.5473,-58.7368,60.6,78,25,14.07,AR,1675732895
431,mana,5.6592,-53.7767,75.49,90,30,11.59,GF,1675732895
432,saucillo,28.0167,-105.2833,73.65,12,79,21.61,MX,1675732896
433,san cristobal,7.7669,-72.225,73.58,76,13,1.52,VE,1675732769
434,moron,-34.6534,-58.6198,82.96,59,0,9.06,AR,1675732897
435,avera,33.194,-82.5271,48.9,51,0,4.27,US,1675732897
436,aktau,43.65,51.2,34.38,81,94,14.81,KZ,1675732898
437,ginda,30.6945,78.4932,38.25,31,3,8.03,IN,1675732899
438,kodinsk,58.6881,99.1844,-15.34,100,100,0.96,RU,1675732900
439,kostino,58.9097,53.2691,-14.87,100,100,1.95,RU,1675732900
440,atar,20.5169,-13.0499,60.78,28,0,9.71,MR,1675732901
441,batagay-alyta,67.8006,130.4114,-41.17,96,24,4.36,RU,1675732902
442,robat karim,35.4846,51.0829,49.86,65,20,9.22,IR,1675732902
443,port macquarie,-31.4333,152.9167,78.89,60,42,10.25,AU,1675732192
444,samarai,-10.6167,150.6667,79.61,84,100,11.07,PG,1675732903
445,uusikaupunki,60.8004,21.4084,32.58,90,100,9.95,FI,1675732904
446,miyako,39.6367,141.9525,42.06,63,12,2.21,JP,1675732904
447,pathein,16.7833,94.7333,70.36,63,6,5.61,MM,1675732905
448,rapid valley,44.0625,-103.1463,40.59,49,100,19.57,US,1675732887
449,puerto baquerizo moreno,-0.9,-89.6,78.15,80,18,8.7,EC,1675732906
450,marana,32.4367,-111.2254,57.54,33,0,8.05,US,1675732670
451,kuytun,54.3419,101.5036,-12.41,100,100,2.21,RU,1675732907
452,bayir,37.2687,28.2167,34.32,77,7,11.72,TR,1675732907
453,yinchuan,38.4681,106.2731,30.15,32,0,3.6,CN,1675732908
454,jiaojiang,28.6803,121.4428,55.99,91,100,6.06,CN,1675732909
455,bethel,41.3712,-73.414,38.48,67,0,6.91,US,1675732909
456,srandakan,-7.9386,110.2506,78.48,83,100,3.15,ID,1675732910
457,buzim,45.0547,16.0319,22.21,83,10,1.86,BA,1675732910
458,esfarayen,37.0765,57.5101,33.46,39,99,9.66,IR,1675732911
459,laguna,38.421,-121.4238,59.13,47,0,9.22,US,1675732912
460,coolum beach,-26.5333,153.1,83.34,69,94,12.62,AU,1675732912
461,zhangye,38.9342,100.4517,26.58,29,0,8.57,CN,1675732913
462,mandalgovi,45.7625,106.2708,5.13,83,18,5.3,MN,1675732914
463,stepnyak,52.8339,70.7803,6.76,97,97,3.27,KZ,1675732829
464,soskovo,52.7475,35.3828,12.52,97,73,4.36,RU,1675732915
465,dutse,11.7594,9.3392,68.2,19,100,7.47,NG,1675732915
466,mazamari,-11.3258,-74.5308,68.59,99,96,1.99,PE,1675732916
467,yuanping,38.7153,112.7575,29.95,44,0,1.23,CN,1675732917
468,mareeba,-17.0,145.4333,87.48,80,100,2.51,AU,1675732917
469,oranjemund,-28.55,16.4333,65.08,96,100,10.0,NA,1675732918
470,heishan,41.6892,122.1128,24.39,39,100,7.25,CN,1675732919
471,termiz,37.2242,67.2783,41.09,75,0,6.91,UZ,1675732919
472,mariental,-24.6333,17.9667,74.32,62,100,10.04,NA,1675732920
473,lovozero,68.005,35.0117,21.09,86,100,7.02,RU,1675732353
474,rodos,36.4408,28.2225,47.86,46,40,14.97,GR,1675732921
475,ouango,4.3133,22.5552,68.16,39,7,1.05,CF,1675732922
476,toucheng,24.8592,121.8233,72.09,86,65,4.99,TW,1675732923
477,uribia,11.7139,-72.266,78.24,70,0,14.52,CO,1675732923
478,margate,51.3813,1.3862,38.89,84,0,5.21,GB,1675732924
479,tual,-5.6667,132.75,81.3,77,98,14.36,ID,1675732925
480,bathsheba,13.2167,-59.5167,79.41,69,20,19.57,BB,1675732926
481,kathmandu,27.7167,85.3167,47.84,84,20,2.3,NP,1675732926
482,khor,47.8861,134.9464,1.76,93,89,9.89,RU,1675732927
483,hamilton,39.1834,-84.5333,42.94,65,0,8.05,US,1675732910
484,atherton,53.5237,-2.4935,39.42,88,100,1.01,GB,1675732928
485,solton,52.8429,86.4787,22.15,97,100,2.3,RU,1675732929
486,charters towers,-20.1,146.2667,87.1,56,99,11.68,AU,1675732930
487,simoes,-7.5989,-40.8178,74.21,69,100,3.31,BR,1675732930
488,harper,4.375,-7.7169,78.75,84,100,5.55,LR,1675732931
489,khandyga,62.6667,135.6,-36.18,98,100,0.18,RU,1675732932
490,turukhansk,65.8167,87.9833,-7.2,97,99,4.43,RU,1675732933
491,sangar,63.9242,127.4739,-50.78,99,89,1.99,RU,1675732934
492,black river,18.0264,-77.8487,75.16,81,0,3.91,JM,1675732934
493,pavilosta,56.8879,21.1859,30.11,85,100,6.08,LV,1675732935
494,assiniboia,49.6334,-105.9845,26.42,80,10,12.66,CA,1675732936
495,clarence town,-32.5833,151.7833,84.15,41,1,7.52,AU,1675732936
496,salinopolis,-0.6136,-47.3561,77.07,90,99,8.32,BR,1675732937
497,loiza,18.4313,-65.8802,77.07,88,6,10.33,PR,1675732938
498,leninskoye,41.7589,69.3864,36.37,71,6,3.83,KZ,1675732938
499,nemuro,43.3236,145.575,24.57,82,100,10.0,JP,1675732939
500,romitan,39.9343,64.3814,35.55,87,0,4.61,UZ,1675732939
501,oussouye,12.485,-16.5469,69.71,47,0,12.41,SN,1675732940
502,eyl,7.9803,49.8164,72.77,80,99,13.51,SO,1675732941
503,vikhorevka,56.1201,101.1636,0.99,100,99,2.1,RU,1675732941
504,cangzhou,38.3167,116.8667,33.19,57,4,5.48,CN,1675732942
505,sheltozero,61.3667,35.3667,7.93,99,91,5.84,RU,1675732943
506,afsin,38.2477,36.914,26.42,83,100,8.52,TR,1675732943
507,banjar,-8.19,114.9675,81.01,79,100,1.61,ID,1675732944
508,ganganagar,29.9167,73.8833,53.04,67,0,7.63,IN,1675732886
509,hinton,53.4001,-117.5857,33.51,79,100,8.95,CA,1675732667
510,ryotsu,38.0833,138.4333,47.68,67,21,3.53,JP,1675732719
511,gunjur,13.2019,-16.7339,69.87,46,0,4.61,GM,1675732946
512,dudinka,69.4058,86.1778,-11.38,99,99,4.79,RU,1675732946
513,yerbogachen,61.2767,108.0108,-28.43,100,90,2.28,RU,1675732947
514,urkut,47.085,17.6439,20.34,64,0,4.25,HU,1675732947
515,natal,-5.795,-35.2094,80.82,74,40,10.36,BR,1675732948
516,bousso,10.4795,16.7117,75.25,17,33,8.57,TD,1675732949
517,byron bay,-28.65,153.6167,82.94,59,74,8.99,AU,1675732949
518,gamba,-2.65,10.0,77.16,87,55,2.84,GA,1675732723
519,svetlyy,54.675,20.1347,35.96,88,54,8.86,RU,1675732950
520,yaan,7.3833,8.5667,80.28,20,24,4.03,NG,1675732951
521,minden,52.2833,8.9167,28.35,97,6,0.0,DE,1675732830
522,general elizardo aquino,-24.4333,-56.7,76.66,57,100,5.06,PY,1675732952
523,chicama,-7.8447,-79.1469,72.14,74,47,5.66,PE,1675732726
524,komsomolskiy,40.4272,71.7189,32.72,93,7,4.61,UZ,1675732953
525,burns lake,54.2331,-125.7533,38.62,89,94,5.26,CA,1675732954
526,prince rupert,54.3161,-130.3201,42.49,97,0,10.36,CA,1675732952
527,milkovo,54.7167,158.6167,6.26,91,100,1.41,RU,1675732955
528,pundaguitan,6.3711,126.1689,79.48,78,100,15.41,PH,1675732955
529,coahuayana,18.7333,-103.6833,73.78,82,15,3.8,MX,1675732956
530,anloga,5.7947,0.8973,80.33,86,81,16.28,GH,1675732957
531,tromso,69.6496,18.957,42.82,81,100,29.93,NO,1675732957
532,benemerito de las americas,16.5167,-90.6439,73.17,72,99,2.55,MX,1675732958
533,mao,39.8885,4.2658,52.36,93,20,12.66,ES,1675732959
534,brive-la-gaillarde,45.25,1.5,35.83,32,0,3.47,FR,1675732959
535,pacific grove,36.6177,-121.9166,58.1,76,0,14.0,US,1675732490
536,honiara,-9.4333,159.95,84.0,73,97,7.85,SB,1675732960
537,alofi,-19.0595,-169.9187,85.89,74,40,8.05,NU,1675732961
538,sao jose da coroa grande,-8.8978,-35.1478,77.23,76,89,7.29,BR,1675732961
539,tommot,58.9564,126.2925,-42.81,98,88,0.74,RU,1675732962
540,carandai,-20.9536,-43.8064,66.06,90,100,1.57,BR,1675732963
541,berlevag,70.8578,29.0864,39.15,75,100,26.46,NO,1675732964
542,den helder,52.9599,4.7593,33.96,100,2,4.61,NL,1675732795
543,warrington,53.3925,-2.5802,39.97,88,0,4.61,GB,1675732964
544,manbij,36.5281,37.9549,41.07,84,96,16.73,SY,1675732965
545,berezanka,46.8526,31.388,25.72,78,97,17.29,UA,1675732966
546,cayenne,4.9333,-52.3333,75.24,94,75,8.05,GF,1675732966
547,cairns,-16.9167,145.7667,92.1,72,75,12.66,AU,1675732967
548,meiktila,20.8667,95.8667,62.04,30,5,7.23,MM,1675732967
549,salina cruz,16.1667,-95.2,79.88,58,5,15.68,MX,1675732881
550,opuwo,-18.0607,13.84,65.35,46,64,4.92,NA,1675732968
551,sassenberg,52.0,8.05,30.83,90,6,6.29,DE,1675732969
552,asfi,32.2994,-9.2372,54.48,77,73,4.54,MA,1675732970
553,orocue,4.7912,-71.3354,81.55,49,15,5.84,CO,1675732970
554,beyneu,45.3167,55.2,36.88,84,100,22.84,KZ,1675732972
555,biak,-0.9131,122.8766,81.72,67,94,0.98,ID,1675732972
556,jawar,23.0,76.5,58.89,52,0,5.77,IN,1675732973
557,rio gallegos,-51.6226,-69.2181,62.65,45,40,12.66,AR,1675732973
558,grindavik,63.8424,-22.4338,32.47,55,75,39.12,IS,1675732974
559,bonnyville,54.2668,-110.735,34.92,91,94,7.09,CA,1675732975
560,port lincoln,-34.7333,135.8667,69.71,68,0,13.04,AU,1675732841
561,kardailovo,51.5386,53.9042,-3.42,100,72,6.67,RU,1675732976
562,hwange,-18.3693,26.5019,66.63,90,14,2.19,ZW,1675732976
563,itoman,26.1247,127.6694,70.18,85,75,13.8,JP,1675732977
564,dahuk,36.8695,42.994,44.15,80,100,8.55,IQ,1675732978
565,umm kaddadah,13.6017,26.6876,65.3,20,59,18.16,SD,1675732978
566,valdosta,30.8327,-83.2785,52.99,66,0,0.0,US,1675732786
567,sirjan,29.452,55.6814,45.99,44,26,10.38,IR,1675732979
568,chadan,51.2833,91.5833,-12.62,98,100,3.42,RU,1675732980
569,piranshahr,36.701,45.1413,31.87,94,52,10.0,IR,1675732980
570,kasongo,-4.45,26.6667,66.61,95,100,0.83,CD,1675732981
571,tucurui,-3.7661,-49.6725,73.4,95,7,2.44,BR,1675732982
572,christchurch,-43.5333,172.6333,87.42,48,0,13.8,NZ,1675732701
573,sol-iletsk,51.1631,54.9918,-4.23,100,69,5.35,RU,1675732983
574,thunder bay,48.4001,-89.3168,26.58,80,100,3.44,CA,1675732729
575,bethel park,40.3276,-80.0395,33.58,82,100,4.0,US,1675732984
576,cap malheureux,-19.9842,57.6142,76.46,82,20,1.01,MU,1675732985
577,paracuru,-3.41,-39.0306,81.1,82,100,7.74,BR,1675732777
578,koumac,-20.5667,164.2833,85.64,70,100,2.91,NC,1675732986
579,quatre cocos,-20.2078,57.7625,77.11,79,80,13.82,MU,1675732987
580,pinhao,-25.6956,-51.6597,62.17,63,100,2.42,BR,1675732988
581,bembereke,10.2283,2.6634,78.75,16,100,5.53,BJ,1675732988
582,ixtapa,20.7,-105.2,74.23,83,0,5.75,MX,1675732916
583,juba,4.8517,31.5825,75.07,36,42,4.32,SS,1675732989
